50047,the Ville,<all>, dorm garden,"{gardening tools, apple}"
50048,the Ville,<all>, bed,"{pillows, blanket}"
50049,the Ville,<all>, bed,"{pillows, blanket}"
50050,the Ville,<all>, bed,"{pillows, blanket}"
50051,the Ville,<all>, bed,"{pillows, blanket}"
50052,the Ville,<all>, bed,"{pillows, blanket}"
50053,the Ville,<all>, bed,"{pillows, blanket}"
50054,the Ville,<all>, bed,"{pillows, blanket}"
50055,the Ville,<all>, bed,"{pillows, blanket}"
50056,the Ville,<all>, bed,"{pillows, blanket}"
50057,the Ville,<all>, bed,"{pillows, blanket}"
50058,the Ville,<all>, bed,"{pillows, blanket}"
50059,the Ville,<all>, bed,"{pillows, blanket}"
50060,the Ville,<all>, bed,"{pillows, blanket}"
50061,the Ville,<all>, bed,"{pillows, blanket}"
50062,the Ville,<all>, bed,"{pillows, blanket}"
50063,the Ville,<all>, bed,"{pillows, blanket}"
50064,the Ville,<all>, bed,"{pillows, blanket}"
50065,the Ville,<all>, bed,"{pillows, blanket}"
50066,the Ville,<all>, bed,"{pillows, blanket}"
50067,the Ville,<all>, bed,"{pillows, blanket}"
50068,the Ville,<all>, bed,"{pillows, blanket}"
50069,the Ville,<all>, bed,"{pillows, blanket}"
50070,the Ville,<all>, bed,"{pillows, blanket}"
50071,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50072,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50073,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50074,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50075,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50076,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50077,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50078,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50079,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50080,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50081,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50082,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50083,the Ville,<all>, kitchen sink,"{dish soap, sponge}"
50084,the Ville,<all>, bar customer seating,"{stool, menu}"
50085,the Ville,<all>, bar customer seating,"{stool, menu}"
50086,the Ville,<all>, bar customer seating,"{stool, menu}"
50087,the Ville,<all>, bar customer seating,"{stool, menu}"
50088,the Ville,<all>, computer,"{monitor, keyboard}"
50089,the Ville,<all>, pharmacy store shelf,"{medicine, first aid kit}"
50090,the Ville,<all>, pharmacy store shelf,"{medicine, first aid kit}"
50091,the Ville,<all>, house garden,"{watering can, plant}"
50092,the Ville,<all>, house garden,"{watering can, plant}"
50093,the Ville,<all>, house garden,"{watering can, plant}"
50094,the Ville,<all>, desk,"{lamp, books}"
50095,the Ville,<all>, desk,"{lamp, books}"
50096,the Ville,<all>, desk,"{lamp, books}"
50097,the Ville,<all>, desk,"{lamp, books}"
50098,the Ville,<all>, desk,"{lamp, books}"
50099,the Ville,<all>, desk,"{lamp, books}"
50100,the Ville,<all>, desk,"{lamp, books}"
50101,the Ville,<all>, desk,"{lamp, books}"
50102,the Ville,<all>, desk,"{lamp, books}"
50103,the Ville,<all>, desk,"{lamp, books}"
50104,the Ville,<all>, desk,"{lamp, books}"
50105,the Ville,<all>, desk,"{lamp, books}"
50106,the Ville,<all>, desk,"{lamp, books}"
50107,the Ville,<all>, desk,"{lamp, books}"
50108,the Ville,<all>, desk,"{lamp, books}"
50109,the Ville,<all>, desk,"{lamp, books}"
50110,the Ville,<all>, desk,"{lamp, books}"
50111,the Ville,<all>, desk,"{lamp, books}"
50112,the Ville,<all>, refrigerator,"{milk, eggs}"
50113,the Ville,<all>, refrigerator,"{milk, eggs}"
50114,the Ville,<all>, refrigerator,"{milk, eggs}"
50115,the Ville,<all>, refrigerator,"{milk, eggs}"
50116,the Ville,<all>, refrigerator,"{milk, eggs}"
50117,the Ville,<all>, refrigerator,"{milk, eggs}"
50118,the Ville,<all>, refrigerator,"{milk, eggs}"
50119,the Ville,<all>, refrigerator,"{milk, eggs}"
50120,the Ville,<all>, refrigerator,"{milk, eggs}"
50121,the Ville,<all>, refrigerator,"{milk, eggs}"
50122,the Ville,<all>, refrigerator,"{milk, eggs}"
50123,the Ville,<all>, refrigerator,"{milk, eggs}"
50124,the Ville,<all>, refrigerator,"{milk, eggs}"
50125,the Ville,<all>, refrigerator,"{milk, eggs}"
50126,the Ville,<all>, refrigerator,"{milk, eggs}"
50127,the Ville,<all>, bar counter,"{glass, bottle opener}"
50128,the Ville,<all>, library sofa,"{cushion, magazine}"
50129,the Ville,<all>, grocery store shelf,"{canned food, snacks, cake}"
50130,the Ville,<all>, grocery store shelf,"{canned food, snacks, cake}"
50131,the Ville,<all>, grocery store shelf,"{canned food, snacks, cake}"
50132,the Ville,<all>,grocery store shelf,"{snacks}"
50133,the Ville,<all>, garden chair,"{cushion, table}"
50134,the Ville,<all>, closet,"{clothes, hangers}"
50135,the Ville,<all>, closet,"{clothes, hangers}"
50136,the Ville,<all>, closet,"{clothes, hangers}"
50137,the Ville,<all>, closet,"{clothes, hangers}"
50138,the Ville,<all>, closet,"{clothes, hangers}"
50139,the Ville,<all>, closet,"{clothes, hangers}"
50140,the Ville,<all>, closet,"{clothes, hangers}"
50141,the Ville,<all>, closet,"{clothes, hangers}"
50142,the Ville,<all>, closet,"{clothes, hangers}"
50143,the Ville,<all>, closet,"{clothes, hangers}"
50144,the Ville,<all>, closet,"{clothes, hangers}"
50145,the Ville,<all>, closet,"{clothes, hangers}"
50146,the Ville,<all>, closet,"{clothes, hangers}"
50147,the Ville,<all>, closet,"{clothes, hangers}"
50148,the Ville,<all>, closet,"{clothes, hangers}"
50149,the Ville,<all>, closet,"{clothes, hangers}"
50150,the Ville,<all>, closet,"{clothes, hangers}"
50151,the Ville,<all>, closet,"{clothes, hangers}"
50152,the Ville,<all>, closet,"{clothes, hangers}"
50153,the Ville,<all>, closet,"{clothes, hangers}"
50154,the Ville,<all>, closet,"{clothes, hangers}"
50155,the Ville,<all>, closet,"{clothes, hangers}"
50156,the Ville,<all>, closet,"{clothes, hangers}"
50157,the Ville,<all>, closet,"{clothes, hangers}"
50158,the Ville,<all>, closet,"{clothes, hangers}"
50159,the Ville,<all>, toaster,"{bread, toaster tongs}"
50160,the Ville,<all>, toaster,"{bread, toaster tongs}"
50161,the Ville,<all>, cafe counter,"{coffee, pastries, cash register}"
50162,the Ville,<all>, bookshelf,"{books, picture frames}"
50163,the Ville,<all>, bookshelf,"{books, picture frames}"
50164,the Ville,<all>, pharmacy store counter,"{prescriptions, cash register}"
50165,the Ville,<all>, park garden,"{bench, flowers}"
50166,the Ville,<all>, shelf,"{books, decor}"
50167,the Ville,<all>, shelf,"{books, decor}"
50168,the Ville,<all>, shelf,"{books, decor}"
50169,the Ville,<all>, shelf,"{books, decor}"
50170,the Ville,<all>, shelf,"{books, decor}"
50171,the Ville,<all>, shelf,"{books, decor}"
50172,the Ville,<all>, shelf,"{books, decor}"
50173,the Ville,<all>, shelf,"{books, decor}"
50174,the Ville,<all>, shelf,"{books, decor}"
50175,the Ville,<all>, shelf,"{books, decor}"
50176,the Ville,<all>, cooking area,"{pots, pans}"
50177,the Ville,<all>, cooking area,"{pots, pans}"
50178,the Ville,<all>, cooking area,"{pots, pans}"
50179,the Ville,<all>, cooking area,"{pots, pans}"
50180,the Ville,<all>, cooking area,"{pots, pans}"
50181,the Ville,<all>, cooking area,"{pots, pans}"
50182,the Ville,<all>, cooking area,"{pots, pans}"
50183,the Ville,<all>, cooking area,"{pots, pans}"
50184,the Ville,<all>, cooking area,"{pots, pans}"
50185,the Ville,<all>, cooking area,"{pots, pans}"
50186,the Ville,<all>, cooking area,"{pots, pans}"
50187,the Ville,<all>, cooking area,"{pots, pans}"
50188,the Ville,<all>, cooking area,"{pots, pans}"
50189,the Ville,<all>, cafe customer seating,"{chair, menu}"
50190,the Ville,<all>, cafe customer seating,"{chair, menu}"
50191,the Ville,<all>, cafe customer seating,"{chair, menu}"
50192,the Ville,<all>, cafe customer seating,"{chair, menu}"
50193,the Ville,<all>, cafe customer seating,"{chair, menu}"
50194,the Ville,<all>, cafe customer seating,"{chair, menu}"
50195,the Ville,<all>, cafe customer seating,"{chair, menu}"
50196,the Ville,<all>, cafe customer seating,"{chair, menu}"
50197,the Ville,<all>, cafe customer seating,"{chair, menu}"
50198,the Ville,<all>, cafe customer seating,"{chair, menu}"
50199,the Ville,<all>, cafe customer seating,"{chair, menu}"
50200,the Ville,<all>, library table,"{books, lamp}"
50201,the Ville,<all>, library table,"{books, lamp}"
50202,the Ville,<all>, library table,"{books, lamp}"
50203,the Ville,<all>, library table,"{books, lamp}"
50204,the Ville,<all>, grocery store counter,"{cash register, grocery bags}"
50205,the Ville,<all>, harp,"{music stand, sheet music}"
50206,the Ville,<all>, easel,"{paintbrush, canvas}"
50207,the Ville,<all>, easel,"{paintbrush, canvas}"
50208,the Ville,<all>, easel,"{paintbrush, canvas}"
50209,the Ville,<all>, common room table,"{tablecloth, chairs}"
50210,the Ville,<all>, common room table,"{tablecloth, chairs}"
50211,the Ville,<all>, common room table,"{tablecloth, chairs}"
50212,the Ville,<all>, common room table,"{tablecloth, chairs}"
50213,the Ville,<all>, common room table,"{tablecloth, chairs}"
50214,the Ville,<all>, common room table,"{tablecloth, chairs}"
50215,the Ville,<all>, common room table,"{tablecloth, chairs}"
50216,the Ville,<all>, common room table,"{tablecloth, chairs}"
50217,the Ville,<all>, common room table,"{tablecloth, chairs}"
50218,the Ville,<all>, common room table,"{tablecloth, chairs}"
50219,the Ville,<all>, common room table,"{tablecloth, chairs}"
50220,the Ville,<all>, common room table,"{tablecloth, chairs}"
50221,the Ville,<all>, common room table,"{tablecloth, chairs}"
50222,the Ville,<all>, common room table,"{tablecloth, chairs}"
50223,the Ville,<all>, common room table,"{tablecloth, chairs}"
50224,the Ville,<all>, common room table,"{tablecloth, chairs}"
50225,the Ville,<all>, common room table,"{tablecloth, chairs}"
50226,the Ville,<all>, common room table,"{tablecloth, chairs}"
50227,the Ville,<all>, common room table,"{tablecloth, chairs}"
50228,the Ville,<all>, common room table,"{tablecloth, chairs}"
50229,the Ville,<all>, piano,"{piano bench, sheet music}"
50230,the Ville,<all>,classroom student seating,"{desk, banana}"
50231,the Ville,<all>, classroom student seating,"{desk, chair}"
50232,the Ville,<all>, classroom student seating,"{desk, chair}"
50233,the Ville,<all>, classroom student seating,"{desk, chair}"
50234,the Ville,<all>, classroom student seating,"{desk, chair}"
50235,the Ville,<all>, classroom student seating,"{desk, chair}"
50236,the Ville,<all>, supply store product shelf,"{notebooks, pens}"
50237,the Ville,<all>, supply store product shelf,"{notebooks, pens}"
50238,the Ville,<all>, supply store product shelf,"{notebooks, pens}"
50239,the Ville,<all>, lifting weight,"{dumbbells, weight plates}"
50240,the Ville,<all>, bathroom sink,"{soap, towel}"
50241,the Ville,<all>, bathroom sink,"{soap, towel}"
50242,the Ville,<all>, bathroom sink,"{soap, towel}"
50243,the Ville,<all>, bathroom sink,"{soap, towel}"
50244,the Ville,<all>, bathroom sink,"{soap, towel}"
50245,the Ville,<all>, bathroom sink,"{soap, towel}"
50246,the Ville,<all>, bathroom sink,"{soap, towel}"
50247,the Ville,<all>, bathroom sink,"{soap, towel}"
50248,the Ville,<all>, bathroom sink,"{soap, towel}"
50249,the Ville,<all>, bathroom sink,"{soap, towel}"
50250,the Ville,<all>, bathroom sink,"{soap, towel}"
50251,the Ville,<all>, bathroom sink,"{soap, towel}"
50252,the Ville,<all>, bathroom sink,"{soap, towel}"
50253,the Ville,<all>, bathroom sink,"{soap, towel}"
50254,the Ville,<all>, bathroom sink,"{soap, towel}"
50255,the Ville,<all>, bathroom sink,"{soap, towel}"
50256,the Ville,<all>, bathroom sink,"{soap, towel}"
50257,the Ville,<all>, bathroom sink,"{soap, towel}"
50258,the Ville,<all>, common room sofa,"{cushions, remote control}"
50259,the Ville,<all>, common room sofa,"{cushions, remote control}"
50260,the Ville,<all>, common room sofa,"{cushions, remote control}"
50261,the Ville,<all>, blackboard,"{chalk, eraser}"
50262,the Ville,<all>, blackboard,"{chalk, eraser}"
50263,the Ville,<all>, blackboard,"{chalk, eraser}"
50264,the Ville,<all>, classroom podium,"{microphone, notes}"
50265,the Ville,<all>, supply store checkout,"{register, bags}"
50266,the Ville,<all>, pool table,"{pool sticks, balls}"
